ID_Registro,ID_Condominio,Tipo_Registro,ID_Morador,Nome_Morador,Unidade,Descricao,Data_Criacao,Data_Resolucao,Tempo_Resolucao_Horas,Custo_Estimado,Tipo_Manutencao
23,00addb44-8580-4116-a730-48ce88deb856,Ocorrencia,3dd8d2fc-970b-4dd1-afc1-225c10ac2281,Lunna Montenegro,91.0,Aluguel De Churrasqueira,2024-11-14 06:30:25,2024-11-14 20:27:15.854889,13.95,,
24,d7450181-3b8b-4d1d-9200-84a710e44b85,Ocorrencia,3249fa88-cffb-4366-8c4f-52f53f1930ff,Lorenzo Pires,18.0,Aluguel De Salão De Festas,2025-05-08 11:09:06,2025-05-08 17:42:09.398567,6.55,,
25,7faa7675-30c2-41fc-b0a2-0cd36c8abffa,Ocorrencia,ffca5d8f-8b48-44a6-a22f-fd3ba6938c24,Mariah Macedo,65.0,Aluguel De Salão De Festas,2023-10-29 00:39:34,2023-10-29 08:37:34.123973,7.97,,
26,8202ccf4-a9d7-4275-b005-8c1f59996c30,Manutencao,,,,Manutencao preventiva em área comum,,,,6318.51,Preventiva
27,d343d050-ee12-4179-8176-16bb5946afc3,Ocorrencia,f8682968-f6e4-474a-b1b8-17b1ef97a71e,Otto Cassiano,85.0,Aluguel De Churrasqueira,2023-12-18 05:58:04,2023-12-18 14:22:49.504285,8.41,,
28,be7155e3-a916-4734-b72a-e2d43acc9d8b,Manutencao,,,,Manutencao corretiva em área comum,,,,5829.98,Corretiva
29,2417cdac-063f-4b98-8adc-d27fc5106bda,Manutencao,,,,Manutencao corretiva em área comum,,,,4984.06,Corretiva
30,ff2d33bd-23b2-42c1-8f81-6638923db54d,Manutencao,,,,Manutencao preventiva em área comum,,,,6870.13,Preventiva
31,f0b62a3b-49ea-4fd6-882b-150134824b98,Ocorrencia,693f3266-c679-4895-b73d-0ddd8312550a,Srta. Camila Machado,12.0,Sugestao Melhoria,2025-02-17 19:19:46,2025-02-18 18:56:52.298637,23.62,,
32,4619a4f7-9aa5-40c0-b8d6-ed7f8e8304be,Manutencao,,,,Manutencao corretiva em área comum,,,,1917.25,Corretiva
33,837a214a-f24e-46f2-856f-9331ff876072,Manutencao,,,,Manutencao preventiva em área comum,,,,8139.4,Preventiva
34,8c304bf1-67fc-4c63-b8ca-60329d25df09,Manutencao,,,,Manutencao corretiva em área comum,,,,5732.85,Corretiva
35,adcf053b-b285-4a2a-baf4-567e5e133405,Manutencao,,,,Manutencao corretiva em área comum,,,,1013.72,Corretiva
36,2417cdac-063f-4b98-8adc-d27fc5106bda,Ocorrencia,13b9df11-1d1f-4618-b71b-ebcfb00d9290,Dra. Ana Julia Souza,11.0,Sugestao Melhoria,2024-01-15 04:01:17,2024-01-15 14:50:45.900121,10.82,,
37,25a3f974-4936-4e14-b233-c91f488a52e7,Ocorrencia,69c8f57c-2944-44d6-9bc8-2bb8545a37f5,Sr. Nicolas Marques,105.0,Pedido Reparo Area Comum,2024-01-09 16:01:43,2024-01-10 20:38:06.752794,28.61,,
38,f893ee42-29da-4c9b-a6ad-9aa0d412ea19,Manutencao,,,,Manutencao preventiva em área comum,,,,7086.98,Preventiva
39,878f982d-a145-47e6-a668-a11e623ba01b,Manutencao,,,,Manutencao preventiva em área comum,,,,5269.77,Preventiva
40,e18129c5-8829-4b7b-a394-407ca6d24c88,Ocorrencia,aa19b8b9-e07f-4ffe-ada0-625ef3c3de72,Ravy Castro,17.0,Problema Vazamento,2025-07-10 01:06:53,2025-07-14 05:02:56.906614,99.93,,
41,bcfeec42-9b78-4bbc-a1d5-118cd92facf5,Manutencao,,,,Manutencao preventiva em área comum,,,,7278.02,Preventiva
42,da70bd4a-50ac-486b-84b1-5e9b6e3f4c39,Manutencao,,,,Manutencao corretiva em área comum,,,,7310.44,Corretiva
43,4619a4f7-9aa5-40c0-b8d6-ed7f8e8304be,Manutencao,,,,Manutencao preventiva em área comum,,,,3662.96,Preventiva
44,7fd9e383-5585-4b72-a376-046c645fbc55,Manutencao,,,,Manutencao preventiva em área comum,,,,6692.55,Preventiva
45,c8f18f65-1f2d-4c85-87bd-24aafdf0c86b,Ocorrencia,b06dc39c-30d9-4ccc-bea9-7eea0e89b52f,Antony Azevedo,64.0,Pedido Reparo Area Comum,2023-06-28 17:27:53,2023-06-30 17:29:43.467652,48.03,,
46,7fd9e383-5585-4b72-a376-046c645fbc55,Ocorrencia,47c4b655-2286-4c85-a0cb-40610b19bd16,Dr. Isaac Cardoso,80.0,Reclamacao Barulho,2024-11-20 01:26:45,2024-11-20 06:41:44.612538,5.25,,
47,502ac7fb-6345-4dbb-9d66-1a38e090ad43,Manutencao,,,,Manutencao preventiva em área comum,,,,2082.57,Preventiva
48,502ac7fb-6345-4dbb-9d66-1a38e090ad43,Ocorrencia,5f88bd12-63e9-4e71-b644-c080034a57a9,Emanuel Almeida,14.0,Aluguel De Salão De Festas,2025-07-17 23:01:39,2025-07-18 03:37:06.443298,4.59,,
49,e18129c5-8829-4b7b-a394-407ca6d24c88,Manutencao,,,,Manutencao preventiva em área comum,,,,2249.36,Preventiva
50,1f6e9716-2bcd-4a8f-9daf-cf5122459ffe,Ocorrencia,216c0da9-316f-439d-8a80-4cd5826d4512,Matheus Monteiro,148.0,Reclamacao Barulho,2025-01-11 02:32:29,2025-01-11 21:24:11.024202,18.86,,
51,d7450181-3b8b-4d1d-9200-84a710e44b85,Manutencao,,,,Manutencao preventiva em área comum,,,,8810.89,Preventiva
52,837a214a-f24e-46f2-856f-9331ff876072,Manutencao,,,,Manutencao preventiva em área comum,,,,674.1,Preventiva
53,7faa7675-30c2-41fc-b0a2-0cd36c8abffa,Ocorrencia,34fc7d52-e299-41d5-b310-5a43d26906f0,Lavínia da Costa,102.0,Outros,2024-02-16 09:42:34,2024-02-19 07:33:56.775558,69.86,,
54,d3447539-8dbf-4bc5-8d9b-46012374ae1c,Manutencao,,,,Manutencao preventiva em área comum,,,,9333.97,Preventiva
55,2f122b81-3864-4350-a531-6d526f45f20e,Manutencao,,,,Manutencao preventiva em área comum,,,,704.63,Preventiva
56,fe70fdf9-c1b4-4e50-b178-362214db3064,Ocorrencia,cab0250f-bf2b-4270-8f9a-ab9067ca7f37,Sr. Pietro Jesus,36.0,Pedido Reparo Area Comum,2024-10-08 11:42:11,2024-10-13 18:46:49.712425,127.08,,
57,2f122b81-3864-4350-a531-6d526f45f20e,Manutencao,,,,Manutencao corretiva em área comum,,,,7540.12,Corretiva
58,83428d4e-6dc2-4efc-b4d7-143589f87946,Manutencao,,,,Manutencao preventiva em área comum,,,,6373.1,Preventiva
59,4b318b08-c374-4caf-b794-97f73f2d302d,Manutencao,,,,Manutencao corretiva em área comum,,,,3141.54,Corretiva
60,09484f1e-1fc9-488c-9051-5c02294f520a,Manutencao,,,,Manutencao preventiva em área comum,,,,2367.82,Preventiva
61,7723aa4e-80bd-47f9-9f94-85a58682bcfa,Manutencao,,,,Manutencao corretiva em área comum,,,,3277.06,Corretiva
62,67e3b8d4-f6b5-49a7-a945-6ea8d865aa15,Manutencao,,,,Manutencao preventiva em área comum,,,,4961.45,Preventiva
63,a6351593-4a2a-4d70-9384-39029662dcc9,Ocorrencia,29d04756-ab99-41b5-a29f-69eff75b0e6d,Diego Caldeira,20.0,Reclamação Segurança,2023-07-09 23:32:24,2023-07-10 17:33:10.302315,18.01,,
64,ca70cd5c-98e5-420b-817e-0d9154f63967,Manutencao,,,,Manutencao preventiva em área comum,,,,3377.67,Preventiva
65,f0b62a3b-49ea-4fd6-882b-150134824b98,Manutencao,,,,Manutencao preventiva em área comum,,,,4628.44,Preventiva
66,f0b62a3b-49ea-4fd6-882b-150134824b98,Manutencao,,,,Manutencao preventiva em área comum,,,,4943.64,Preventiva
67,878f982d-a145-47e6-a668-a11e623ba01b,Ocorrencia,065fdd1a-bd03-4cd1-b707-679b51f86ad4,Juan Nascimento,47.0,Aluguel De Salão De Festas,2024-09-25 09:21:24,2024-09-25 20:33:51.477649,11.21,,
68,7a21daf7-fd38-471c-a514-336ebcd8d394,Manutencao,,,,Manutencao preventiva em área comum,,,,1803.77,Preventiva
69,83428d4e-6dc2-4efc-b4d7-143589f87946,Manutencao,,,,Manutencao preventiva em área comum,,,,5960.33,Preventiva
70,a2087ae3-59ff-4a62-83fd-0d8cdab8b131,Manutencao,,,,Manutencao corretiva em área comum,,,,8976.33,Corretiva
71,8202ccf4-a9d7-4275-b005-8c1f59996c30,Ocorrencia,b15ca132-8b3e-4b3f-8441-62543a68d18c,Anthony da Mata,67.0,Aluguel De Churrasqueira,2023-11-05 05:28:05,2023-11-05 14:39:30.145094,9.19,,
72,1a8ec54e-9b76-4768-9ee4-91184bb964d1,Manutencao,,,,Manutencao corretiva em área comum,,,,1734.72,Corretiva
73,86fc046d-8195-4a8b-9cd2-8d850f101f63,Manutencao,,,,Manutencao preventiva em área comum,,,,9947.61,Preventiva
74,0567bae3-1cdc-430c-be11-50e095cb9432,Manutencao,,,,Manutencao preventiva em área comum,,,,913.35,Preventiva
75,d343d050-ee12-4179-8176-16bb5946afc3,Ocorrencia,2d57c88e-6a5c-4996-b04e-27d60b432551,Dra. Pietra Sousa,72.0,Outros,2024-06-07 00:53:40,2024-06-09 18:30:10.998725,65.61,,
76,1c62a233-ac32-4dcd-9453-71aee0e73760,Manutencao,,,,Manutencao preventiva em área comum,,,,8501.47,Preventiva
77,c8f18f65-1f2d-4c85-87bd-24aafdf0c86b,Ocorrencia,ed032a5c-a3df-468d-b472-07c3f67b08bc,Esther Novaes,50.0,Reclamação Segurança,2023-09-11 12:42:09,2023-09-12 11:43:12.134237,23.02,,
78,4619a4f7-9aa5-40c0-b8d6-ed7f8e8304be,Ocorrencia,ad645481-c845-4d4a-a5cf-3d3278a0c5d6,Ana Sophia Correia,97.0,Pedido Reparo Area Comum,2025-02-23 15:30:38,2025-02-27 08:54:04.959865,89.39,,
79,67e3b8d4-f6b5-49a7-a945-6ea8d865aa15,Ocorrencia,4cda8104-a530-4325-9356-a42c75f83835,Bruna Ribeiro,131.0,Aluguel De Churrasqueira,2023-10-15 06:11:30,2023-10-15 10:03:09.906907,3.86,,
80,86fc046d-8195-4a8b-9cd2-8d850f101f63,Ocorrencia,98db2658-fbe7-40c4-b308-aa098167d926,Otávio Santos,94.0,Reclamacao Barulho,2023-08-04 12:16:46,2023-08-05 18:50:08.257264,30.56,,
81,a2087ae3-59ff-4a62-83fd-0d8cdab8b131,Manutencao,,,,Manutencao preventiva em área comum,,,,4572.66,Preventiva
82,d343d050-ee12-4179-8176-16bb5946afc3,Manutencao,,,,Manutencao preventiva em área comum,,,,9542.15,Preventiva
83,3eef32ed-3c5b-4b2e-beef-5c36e7b4da8c,Ocorrencia,35b63696-4093-4cf9-b3a0-1895677a1206,Ana Liz Correia,78.0,Aluguel De Salão De Festas,2024-07-15 17:43:52,2024-07-16 01:08:22.857444,7.41,,
84,7ae0abaf-2a80-449f-b116-d0f5462a1057,Manutencao,,,,Manutencao preventiva em área comum,,,,4881.72,Preventiva
85,ca70cd5c-98e5-420b-817e-0d9154f63967,Manutencao,,,,Manutencao preventiva em área comum,,,,3175.77,Preventiva
86,1f6e9716-2bcd-4a8f-9daf-cf5122459ffe,Ocorrencia,7b526cdd-9b85-48d4-9ca2-f026d3c88464,Srta. Julia Sales,23.0,Reclamacao Barulho,2023-04-30 13:05:30,2023-05-01 06:20:35.328406,17.25,,
87,ca70cd5c-98e5-420b-817e-0d9154f63967,Manutencao,,,,Manutencao preventiva em área comum,,,,5614.21,Preventiva
88,f893ee42-29da-4c9b-a6ad-9aa0d412ea19,Manutencao,,,,Manutencao preventiva em área comum,,,,2125.79,Preventiva
89,5b89677d-d555-419b-8d65-72b587eac14f,Ocorrencia,a8d4778f-91af-4aa4-834f-16f47e3534d3,Dra. Nicole Campos,81.0,Reclamação Segurança,2025-06-14 07:09:40,2025-06-14 13:46:35.692352,6.62,,
90,5b89677d-d555-419b-8d65-72b587eac14f,Manutencao,,,,Manutencao preventiva em área comum,,,,8123.14,Preventiva
91,f893ee42-29da-4c9b-a6ad-9aa0d412ea19,Ocorrencia,d94134e4-e58f-4a93-a0af-697de1ae1c65,Thiago Teixeira,133.0,Problema Vazamento,2023-05-11 02:39:34,2023-05-14 00:17:02.441534,69.62,,
92,bcfeec42-9b78-4bbc-a1d5-118cd92facf5,Ocorrencia,76711503-7f0b-4f10-a760-ccfa6b26d003,Bernardo Santos,45.0,Sugestao Melhoria,2025-03-22 09:48:17,2025-03-23 03:52:21.452652,18.07,,
93,4619a4f7-9aa5-40c0-b8d6-ed7f8e8304be,Ocorrencia,36f0385e-6cba-41a3-957a-80b958b8a8db,Heloisa Vargas,56.0,Aluguel De Churrasqueira,2023-03-28 06:50:29,2023-03-28 18:19:35.532670,11.49,,
94,a8fbe1d0-e024-45bf-9dc0-ce58f01456f6,Manutencao,,,,Manutencao corretiva em área comum,,,,5309.12,Corretiva
95,14060d70-6024-4716-8a1b-84f78703bf43,Ocorrencia,c8ee94b5-4465-437e-899b-0cd3d620fed3,Dr. Diego Santos,10.0,Aluguel De Salão De Festas,2023-06-18 00:20:38,2023-06-18 10:26:40.102440,10.1,,
96,226d6104-ab27-4745-a0b8-dac97ca6a4a0,Ocorrencia,41121f93-c4a9-42b4-830a-6ef97e89500e,Sr. Apollo Abreu,94.0,Reclamação Segurança,2025-03-03 10:54:07,2025-03-03 21:32:50.705243,10.65,,
97,4619a4f7-9aa5-40c0-b8d6-ed7f8e8304be,Ocorrencia,0a937ecb-25dd-420f-b3ac-77e9b4217bc6,Lavínia Cardoso,90.0,Problema Vazamento,2023-02-17 01:39:33,2023-02-18 16:06:15.272282,38.45,,
98,da70bd4a-50ac-486b-84b1-5e9b6e3f4c39,Ocorrencia,144c4f22-fd4e-421a-a96a-f9dbc6ac40d4,Davi Cassiano,11.0,Reclamação Segurança,2023-11-10 12:38:49,2023-11-11 04:51:07.052048,16.21,,
99,7faa7675-30c2-41fc-b0a2-0cd36c8abffa,Manutencao,,,,Manutencao preventiva em área comum,,,,8485.37,Preventiva
100,5b89677d-d555-419b-8d65-72b587eac14f,Ocorrencia,59520cbf-6087-4a4f-9961-e35e4408137e,Dra. Manuella Castro,19.0,Pedido Reparo Area Comum,2024-08-20 23:12:29,2024-08-27 10:59:38.555592,155.79,,
101,6e726857-07dc-453a-a8fc-4ab9031612b1,Ocorrencia,38a93ba0-e706-4619-985a-50cc2c0e6b60,Erick Santos,106.0,Aluguel De Salão De Festas,2023-03-31 06:26:56,2023-03-31 08:42:24.226296,2.26,,
102,8202ccf4-a9d7-4275-b005-8c1f59996c30,Ocorrencia,46f94cd9-1f18-47a0-bce3-baa9ee9df3e6,Benicio Martins,37.0,Reclamacao Barulho,2023-08-30 21:47:54,2023-09-01 16:27:35.519681,42.66,,
103,502ac7fb-6345-4dbb-9d66-1a38e090ad43,Ocorrencia,ef52f1f2-98c2-468d-86d5-d7d558fb024b,Mariah Santos,39.0,Reclamacao Barulho,2023-03-30 12:38:36,2023-03-30 23:31:32.928654,10.88,,
104,83428d4e-6dc2-4efc-b4d7-143589f87946,Ocorrencia,16839e7e-9b55-4a77-9ddd-fe627e4e4134,Heloísa Gomes,53.0,Aluguel De Salão De Festas,2024-12-05 07:29:42,2024-12-05 10:54:15.438886,3.41,,
105,f0b62a3b-49ea-4fd6-882b-150134824b98,Manutencao,,,,Manutencao corretiva em área comum,,,,1126.59,Corretiva
106,837a214a-f24e-46f2-856f-9331ff876072,Ocorrencia,17b04ab6-e010-4d87-8ff5-0529b22db150,Theodoro Gomes,28.0,Outros,2023-04-15 00:04:14,2023-04-15 05:17:08.247803,5.22,,
107,f893ee42-29da-4c9b-a6ad-9aa0d412ea19,Ocorrencia,07b48c2d-d5a8-4941-9130-fea164ae6f92,Agatha Brito,4.0,Problema Vazamento,2023-12-29 23:24:24,2023-12-30 21:50:47.539792,22.44,,
108,4619a4f7-9aa5-40c0-b8d6-ed7f8e8304be,Manutencao,,,,Manutencao corretiva em área comum,,,,8689.91,Corretiva
109,67e3b8d4-f6b5-49a7-a945-6ea8d865aa15,Ocorrencia,77a1fab0-f246-460f-9adf-3f30e5855fbe,Otto da Mata,154.0,Aluguel De Churrasqueira,2024-07-28 05:19:41,2024-07-28 06:03:12.703584,0.73,,
110,8202ccf4-a9d7-4275-b005-8c1f59996c30,Manutencao,,,,Manutencao preventiva em área comum,,,,505.84,Preventiva
111,d7450181-3b8b-4d1d-9200-84a710e44b85,Manutencao,,,,Manutencao preventiva em área comum,,,,8756.85,Preventiva
112,253db626-4b43-46db-b943-95446cbccacf,Ocorrencia,9bf7dc24-dfff-4f55-b818-40077eb38b10,Mariana Abreu,72.0,Reclamação Segurança,2025-03-17 05:11:56,2025-03-17 12:10:28.368816,6.98,,
113,7a21daf7-fd38-471c-a514-336ebcd8d394,Ocorrencia,1f0c8f71-f396-4912-9316-519e2d3f3ebd,Caio Sampaio,2.0,Sugestao Melhoria,2025-01-04 21:51:33,2025-01-07 14:14:54.857698,64.39,,
114,7723aa4e-80bd-47f9-9f94-85a58682bcfa,Manutencao,,,,Manutencao preventiva em área comum,,,,1598.51,Preventiva
115,6e726857-07dc-453a-a8fc-4ab9031612b1,Manutencao,,,,Manutencao corretiva em área comum,,,,9633.21,Corretiva
116,2417cdac-063f-4b98-8adc-d27fc5106bda,Ocorrencia,4d5470d7-b1ec-46d1-bfb1-962ff8731aec,Vinicius Moreira,50.0,Problema Vazamento,2023-02-17 19:16:33,2023-02-19 01:21:01.353936,30.07,,
117,7fd9e383-5585-4b72-a376-046c645fbc55,Manutencao,,,,Manutencao preventiva em área comum,,,,9210.57,Preventiva
118,2417cdac-063f-4b98-8adc-d27fc5106bda,Ocorrencia,5974aff1-0d15-4329-b472-d8cb71703751,Felipe Albuquerque,29.0,Pedido Reparo Area Comum,2023-12-09 00:25:09,2023-12-10 21:50:49.123996,45.43,,
119,ff2d33bd-23b2-42c1-8f81-6638923db54d,Ocorrencia,76abcf7c-0d1a-47a2-80b8-07a35767c230,Maria Flor Peixoto,24.0,Reclamacao Barulho,2025-06-16 13:30:09,2025-06-18 04:23:24.433302,38.89,,
120,878f982d-a145-47e6-a668-a11e623ba01b,Ocorrencia,0500a9e2-d02d-4cbc-9014-c5953985b617,Sr. Arthur Gabriel Pereira,101.0,Reclamacao Barulho,2024-12-07 10:19:22,2024-12-07 16:50:11.774363,6.51,,
121,3eef32ed-3c5b-4b2e-beef-5c36e7b4da8c,Ocorrencia,d24d76bf-e3fe-4094-aac1-83a8668f1253,Sra. Mariana Andrade,75.0,Reclamação Segurança,2024-02-19 14:02:15,2024-02-20 11:37:14.497918,21.58,,
122,3eef32ed-3c5b-4b2e-beef-5c36e7b4da8c,Ocorrencia,06213cc7-57cc-478d-a846-05cd924f856d,Rafaela Peixoto,42.0,Reclamação Segurança,2023-02-25 12:50:21,2023-02-25 19:08:04.846866,6.3,,
123,14060d70-6024-4716-8a1b-84f78703bf43,Ocorrencia,66ae1c48-3842-4de5-af82-e447a801f10d,Sr. Rafael Nogueira,75.0,Pedido Reparo Area Comum,2023-05-26 01:16:52,2023-05-30 06:17:46.233608,101.02,,
124,7faa7675-30c2-41fc-b0a2-0cd36c8abffa,Manutencao,,,,Manutencao preventiva em área comum,,,,6537.41,Preventiva
125,c8f18f65-1f2d-4c85-87bd-24aafdf0c86b,Ocorrencia,43fd3c8c-87a1-40ef-8a00-499a921fb4da,João Gabriel Pinto,50.0,Reclamacao Barulho,2024-02-14 12:00:29,2024-02-15 18:41:48.837871,30.69,,
126,d3447539-8dbf-4bc5-8d9b-46012374ae1c,Ocorrencia,3bac9493-9591-4db0-be0c-0be21b80fd32,Augusto Vasconcelos,80.0,Sugestao Melhoria,2023-05-24 00:43:22,2023-05-24 08:37:04.327175,7.9,,
127,2f122b81-3864-4350-a531-6d526f45f20e,Manutencao,,,,Manutencao preventiva em área comum,,,,3699.74,Preventiva
128,1a8ec54e-9b76-4768-9ee4-91184bb964d1,Ocorrencia,aa4b9408-daf9-4c95-b6f2-0a93f781118a,Stephany Pires,34.0,Pedido Reparo Area Comum,2023-05-22 12:58:07,2023-05-25 23:17:44.765903,82.33,,
129,cf8ad419-6ac2-40d9-b9a2-aeb20efb1836,Manutencao,,,,Manutencao preventiva em área comum,,,,7295.87,Preventiva
130,d7450181-3b8b-4d1d-9200-84a710e44b85,Manutencao,,,,Manutencao preventiva em área comum,,,,6772.09,Preventiva
131,d7450181-3b8b-4d1d-9200-84a710e44b85,Ocorrencia,dc67eb7a-345e-4fcd-9e3a-f03e3888e313,Bianca Cavalcanti,40.0,Reclamação Segurança,2023-05-26 09:16:46,2023-05-27 07:45:52.194945,22.49,,
132,25a3f974-4936-4e14-b233-c91f488a52e7,Manutencao,,,,Manutencao preventiva em área comum,,,,8435.08,Preventiva
133,14060d70-6024-4716-8a1b-84f78703bf43,Ocorrencia,85887c86-a24c-4954-ba8f-9c17f5d8c1dc,Isaac Sampaio,73.0,Outros,2023-10-07 17:09:42,2023-10-08 01:27:41.455854,8.3,,
134,c8f18f65-1f2d-4c85-87bd-24aafdf0c86b,Ocorrencia,b3503b03-c57c-4ff1-acb9-4e833c2d7cb9,Carlos Eduardo Sampaio,79.0,Aluguel De Salão De Festas,2024-08-24 23:36:21,2024-08-25 03:37:25.282271,4.02,,
135,2f122b81-3864-4350-a531-6d526f45f20e,Ocorrencia,cf3db5bf-9a58-4cc3-9cb9-45de978d80d6,Srta. Maria Cecília Ferreira,31.0,Pedido Reparo Area Comum,2024-06-16 18:25:58,2024-06-19 12:25:51.144884,66.0,,
136,be7155e3-a916-4734-b72a-e2d43acc9d8b,Ocorrencia,b53e3221-762e-47ed-b287-b29c945e34b9,Kaique Dias,31.0,Outros,2024-12-30 12:36:30,2024-12-30 15:46:03.194504,3.16,,
137,be7155e3-a916-4734-b72a-e2d43acc9d8b,Manutencao,,,,Manutencao preventiva em área comum,,,,7725.68,Preventiva
138,a8fbe1d0-e024-45bf-9dc0-ce58f01456f6,Ocorrencia,ce3ec983-f78f-4b2b-a782-72b7b34f8475,Vitória das Neves,29.0,Sugestao Melhoria,2024-07-09 14:12:52,2024-07-10 21:52:45.560918,31.66,,
139,09484f1e-1fc9-488c-9051-5c02294f520a,Manutencao,,,,Manutencao preventiva em área comum,,,,2465.71,Preventiva
140,86fc046d-8195-4a8b-9cd2-8d850f101f63,Manutencao,,,,Manutencao preventiva em área comum,,,,5203.88,Preventiva
141,c18fc7bc-7206-4696-b2ab-0eba9c4f8ad6,Ocorrencia,39aaa639-c2d5-464b-9a11-ab66b85b687c,Luiz Felipe Camargo,18.0,Reclamacao Barulho,2023-05-02 18:24:58,2023-05-03 02:06:26.775080,7.69,,
142,5b89677d-d555-419b-8d65-72b587eac14f,Manutencao,,,,Manutencao preventiva em área comum,,,,3117.17,Preventiva
143,7ae0abaf-2a80-449f-b116-d0f5462a1057,Manutencao,,,,Manutencao preventiva em área comum,,,,1044.97,Preventiva
144,da70bd4a-50ac-486b-84b1-5e9b6e3f4c39,Manutencao,,,,Manutencao preventiva em área comum,,,,9905.39,Preventiva
145,1a8ec54e-9b76-4768-9ee4-91184bb964d1,Manutencao,,,,Manutencao preventiva em área comum,,,,1966.26,Preventiva
146,dc6aaba2-39be-4d03-9f73-fa22638d7209,Ocorrencia,e007c4fa-39d3-44d0-9100-98f2f88d8d93,Rafael Nascimento,27.0,Aluguel De Churrasqueira,2024-04-20 11:12:19,2024-04-21 01:39:46.162128,14.46,,
147,2f122b81-3864-4350-a531-6d526f45f20e,Manutencao,,,,Manutencao preventiva em área comum,,,,1036.19,Preventiva
148,0567bae3-1cdc-430c-be11-50e095cb9432,Ocorrencia,443df957-be45-4ce1-9604-dc844979eebf,Sr. Caio Cardoso,1.0,Outros,2023-11-12 04:59:02,2023-11-13 18:07:49.146322,37.15,,
